"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ165","FSQ012","FSD012N","FSD230","FSD225","FSQ235","FSQ162","FSD650ZC","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD650ZW","FSD660ZW","FSD670ZW"
80710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80711,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80712,2,2,2,2,,2,1,2,2,,2,3,3,2,2,,2,2,3,3,2,2,1,2,,,,,2,,,,,,,,,,
80713,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80714,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80715,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,12,630,1,,,1,2,12,1,2,,,
80716,2,2,3,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,5,1,18,771,1,1,1,1,1,24,1,2,,,
80717,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,
80718,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
80719,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80720,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,2,,,2,2,0,2,,,,
80721,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,1,1,24,1,99,,,
80722,2,2,2,1,1,2,2,2,1,1,,,,,,,,,4,4,,2,2,,,,,,,,,,,,,,,,
80723,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80724,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,1,1,12,1,8,,,
80725,2,2,1,2,,2,2,2,,,3,3,3,,,,,,3,3,1,1,1,1,3,1,15,400,1,1,1,1,,6,1,5,,,
80726,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
80727,1,2,3,1,1,2,2,2,2,,1,2,3,2,2,,2,2,3,3,3,1,2,,,,,,2,,,,,,,,,,
80728,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,1,2,1,1,18,2,,,,
80729,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80730,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,7,1,27,437,2,,,,,,,,,,
80731,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,8,600,1,,,,,,,,,,
80732,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80733,2,3,2,1,2,2,2,2,2,,,,,,,,,,3,3,,2,1,1,2,1,4,341,2,,,,,,,,,,
80734,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,1,1,1,20,390,1,,,1,1,60,1,3,,,
80735,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,,,,,2,,,,,,,,,,
80736,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80737,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80738,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80739,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,1,2,1,4,180,2,,,,,,,,,,
80740,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,19,290,2,,,,,,,,,,
80741,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80742,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80743,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80744,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,
80745,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80746,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80747,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80748,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80749,1,1,2,1,2,1,2,1,2,,3,3,3,,,,,,3,4,1,1,2,,,,,,1,,,,,,,,,,
80750,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80751,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,1,1,1,1,1,14,420,2,,,1,1,24,1,1,,,
80752,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80753,2,2,2,2,,2,2,2,,,3,2,2,2,2,,2,2,3,3,3,2,1,1,2,1,5,140,2,,,,,,,,,,
80754,2,2,2,2,,1,1,2,2,,,,,,,,,,3,3,,1,2,,,,,,,,,,,,,,,,
80755,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80756,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80757,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80758,1,3,1,1,3,2,2,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,1,,,,,,,,,,
80759,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80760,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,6,1,11,900,2,,,1,1,36,1,2,,,
80761,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80762,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80763,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80764,2,3,3,2,,2,2,2,,,2,2,2,2,2,,2,2,3,2,3,2,1,1,7,1,29,864,1,,,1,1,60,1,2,,,
80765,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80766,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,13,300,1,1,1,1,1,48,1,1,,,
80767,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80768,1,2,3,1,2,1,1,1,2,,3,3,3,,,,,,3,4,1,1,1,1,5,2,57,323,2,,,1,2,12,1,3,,,
80769,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80770,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80771,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80772,2,2,3,1,2,1,2,2,1,2,,,,,,,,,4,4,,1,1,2,,,,,,,,,,,,,,,
80773,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80774,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80775,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80776,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80777,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,6,238,1,1,1,1,1,36,1,1,,,
80778,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80779,1,2,3,1,3,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,1,1,25,300,2,,,,,,,,,,
80780,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80781,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,,,,,,,,,,,,,,,
80782,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,2,348,100,2,,,,,,,,,,
80783,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80784,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80785,1,1,2,1,1,1,1,1,1,1,3,3,3,,,,,,4,4,1,1,1,1,5,1,26,331,2,,,1,1,60,1,3,,,
80786,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,1,1,1,1,1,1,73,,,,,,,,,,,
80787,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,2,,
80788,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80789,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,,2,2,4,4,3,2,1,1,5,2,70,650,2,,,1,1,24,1,6,,,
80790,1,2,3,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,1,1,1,2,1,9,320,2,,,,,,,,,,
80791,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,7,194,1,,,2,1,24,2,,,,
80792,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80793,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80794,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80795,1,2,2,1,2,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,2,1,1,5,1,12,525,1,,,,,,,,1,,
80796,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80797,1,1,2,1,2,1,2,2,2,,2,2,3,2,2,,2,2,4,4,3,2,1,1,2,2,310,500,2,,,,,,,,,,
80798,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80799,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80800,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80801,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80802,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,1,6,1,11,77777,1,1,1,1,,5,1,5,,,
80803,2,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,2,1,1,1,1,19,560,2,,,1,1,60,1,1,,,
80804,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80805,2,3,2,1,2,1,2,2,2,,2,3,3,2,2,,2,2,3,3,2,2,1,1,2,2,66666,75,2,,,,,,,,,,
80806,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,4,1,369,220,2,2,,1,1,36,1,2,,,
80807,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,4,1,3,600,2,2,,2,2,0,2,,,,
80808,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,3,1,17,221,1,,,,,,,,,,
80809,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80810,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80811,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,4,1,2,668,1,1,1,1,1,60,1,4,,,
80812,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,,,,,1,,,,,,,,,,
80813,2,2,3,2,,2,1,2,2,,2,3,3,2,2,,2,2,3,3,2,2,1,1,4,1,60,862,1,1,1,1,,6,1,8,,,
80814,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80815,1,1,1,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,1,1,55555,200,2,,,,,,,,,,
80816,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80817,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80818,2,2,3,2,,1,2,2,2,,2,3,3,2,2,,2,2,3,3,2,1,1,2,,,,,2,,,1,1,48,1,2,,,
80819,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,3,1,24,160,2,,,,,,,,,,
80820,1,1,1,1,2,1,2,2,2,,1,1,1,2,2,,2,2,4,4,3,2,1,2,,,,,2,,,,,,,,,,
80821,2,2,2,1,1,1,1,1,2,,3,3,3,,,,,,4,4,1,2,1,1,1,1,24,189,1,,,,,,,,,,
80822,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80823,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80824,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,5,1,12,250,2,,,1,1,48,1,2,,,
80825,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
80826,2,2,1,2,,1,2,2,2,,2,2,3,2,2,,2,2,3,3,3,1,1,1,5,1,27,619,2,,,,,,,,,,
80827,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80828,2,2,2,1,3,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,2,1,2,,,,,2,,,,,,,,,,
80829,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,2,2,0,2,,,,
80830,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,1,36,1,5,,,
80831,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,23,152,,,,,,,,,,,
80832,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80833,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80834,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,3,1,18,445,1,1,1,2,1,24,2,,,,
80835,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,2,2,,1,1,24,1,99,,,
80836,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,,,,,,,,,,,,,,,
80837,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,28,400,1,,,,,,,,,,
80838,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,1,48,2,,,,
80839,2,2,2,2,,2,1,2,2,,3,3,3,,,,,,3,3,1,2,1,1,3,1,22,100,1,1,1,1,1,12,1,4,,,
80840,1,1,1,1,1,1,1,1,1,1,,,,,,,,,4,4,,1,1,1,5,1,16,200,2,,,,,,,,,,
80841,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80842,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80843,1,2,2,2,,1,1,2,2,,,,,,,,,,3,3,,1,2,,,,,,,,,,,,,,,,
80844,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,,0,2,,,,
80845,3,3,3,,,,,,,,1,3,3,2,2,,2,2,2,1,2,2,2,,,,,,1,1,1,1,1,48,1,1,,,
80846,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80847,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80848,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,,0,2,,,,
80849,1,2,2,1,2,1,1,2,2,,2,2,2,1,1,2,2,2,4,4,4,2,1,1,2,1,7,300,2,,,,,,,,,,
80850,1,3,3,2,,1,2,2,2,,,,,,,,,,2,2,,2,1,1,1,2,187,200,2,,,,,,,,,,
80851,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,20,347,1,,,,,,,,,,
80852,1,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,5,1,11,500,2,,,1,1,60,1,6,,,
80853,1,1,1,1,1,1,2,2,2,,2,3,3,2,2,,2,2,3,4,2,2,1,1,1,1,6,352,2,,,,,,,,,,
80854,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,1,2,,,,,2,,,,,,,,,,
80855,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,16,700,2,,,,,,,,,,
80856,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,1,48,1,4,,,
80857,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,7,1,11,600,2,,,,,,,,,,
80858,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80859,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,1,187,,,,,,,,,,,
80860,2,3,3,2,,2,2,2,,,2,2,2,2,2,,2,2,3,2,3,2,1,1,7,1,29,864,1,,,1,1,60,1,3,,,
80861,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,21,400,1,1,2,1,,8,2,,,,
80862,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80863,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,2,,
80864,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,5,178,,,,,,,,,,,
80865,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,23,431,1,,,,,,,,,,
80866,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,,0,2,,,,
80867,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,1,1,1,99,,,
80868,1,1,1,1,2,2,2,2,2,,2,2,3,2,2,,2,2,3,3,3,2,2,,,,,,2,,,,,,,,,,
80869,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80870,2,2,2,2,,2,2,2,,,1,3,3,1,2,,2,2,3,3,3,1,1,1,2,1,14,150,1,,,1,1,36,1,1,,,
80871,2,2,3,1,3,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,7,1,5,634,2,,,1,2,12,1,2,,,
80872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80873,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80874,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,5,1,7,,,
80876,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80877,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,5,1,9,77777,1,,,1,1,60,1,6,,,
80878,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80879,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
80880,2,2,1,1,2,1,2,2,2,,,,,,,,,,4,4,,2,1,2,,,,,2,,,,,,,,,,
80881,1,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,1,1,1,4,1,14,367,1,,,,,,,,1,,
80882,1,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,2,,,,,2,,,,,,,,,,
80883,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
80884,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,,,,,,,,,,,,,,,
80885,1,1,1,1,1,1,1,1,1,1,,,,,,,,,4,4,,2,2,,,,,,,,,,,,,,,,
80886,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80887,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80888,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80889,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80890,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,,,,,,,,
80891,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80892,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80893,1,1,2,1,1,1,2,2,2,,,,,,,,,,4,4,,1,1,1,2,1,20,165,2,,,,,,,,,,
80894,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80895,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80896,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,1,48,1,99,,,
80897,2,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,1,1,1,1,1,11,688,2,,,1,1,60,1,3,,,
80898,2,2,2,1,2,1,1,2,2,,,,,,,,,,4,4,,2,1,1,1,2,66666,65,,,,,,,,,,,
80899,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,4,1,15,600,2,,,,,,,,,,
80900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80901,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,1,36,1,3,,,
80902,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80903,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
80904,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80905,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
80906,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,5,196,1,1,2,1,1,24,1,3,,,
80907,3,3,2,2,,2,2,2,,,2,3,3,2,2,,2,2,2,2,2,2,1,2,,,,,2,,,1,1,48,1,5,,,
80908,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,4,99999,2,,,,,,,,,,
80909,1,1,1,1,1,1,2,2,2,,2,3,3,2,2,,2,2,3,4,2,2,1,1,1,1,6,352,2,,,,,,,,,,
80910,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,1,,,,,,,,,,
80911,2,3,1,1,1,2,1,2,2,,3,3,3,,,,,,3,3,1,1,2,,,,,,2,,,,,,,,,,
80912,2,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,1,,,,,,,,,,
80913,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,5,1,12,475,1,1,1,1,1,16,1,2,,,
80914,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,7,1,26,900,1,1,1,2,1,3,2,,,,
80915,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,
80916,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
80917,2,2,3,2,,2,2,2,,,2,2,3,2,2,,2,2,3,2,3,2,2,,,,,,1,,,,,,,,,,
80918,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,2,,,,,,1,1,1,1,1,44,2,,,,
80919,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80920,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,1,21,310,2,,,,,,,,,,
80921,2,2,2,2,,2,1,2,2,,3,3,3,,,,,,3,3,1,2,1,2,,,,,1,,,,,,,,,,
80922,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,11,540,2,,,,,,,,,,
80923,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80924,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,9,,,,,,,,,,
80925,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80926,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,,,,,1,1,2,1,2,8,1,4,,,
80927,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,7,2,229,370,2,2,,1,1,24,1,4,,,
80928,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,31,70,,,,,,,,,,,
80929,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80930,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80931,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80932,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80933,1,1,1,1,2,1,2,2,2,,1,1,1,2,2,,2,2,4,4,3,2,1,2,,,,,2,,,1,1,60,1,7,,,
80934,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80935,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,2,,2,,0,1,5,,,
80936,1,1,1,1,2,2,2,2,2,,2,2,3,2,2,,2,2,3,3,3,2,2,,,,,,2,,,,,,,,,,
80937,1,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,2,1,1,1,1,10,834,1,,,,,,,,,,
80938,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80939,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80940,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,26,331,2,,,1,1,60,1,1,,,
80941,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80942,2,3,3,2,,2,2,2,,,3,2,3,2,2,,2,2,2,2,2,1,1,2,,,,,1,1,1,2,1,18,1,3,,,
80943,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80944,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,7,1,25,400,1,,,1,1,48,1,6,,,
80945,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80946,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,6,215,2,,,,,,,,,,
