"SEQN","FSD032A","FSD032B","FSD032C","FSD032D","FSD032E","FSD032F","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ400","FSQ410","FSQ420","FSQ430","FSQ440","FSQ450","FSQ460","FSQ470","FSQ480","FSQ490","FSQ500","FSQ510","FSQ520","FSQ170","FSD170N","FSD180","FSD190","FSD200","FSQ162","FSD650C","FSD660C","FSD670C","FSD650M","FSD660M","FSD670M"
30203,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30204,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,,,,,,,,1,2,2,2,,2,2,0,2,,,2,,,,,,
30205,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,,2,2,2,2,,,1,1,2,,,2,,,,,,
30206,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
30207,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30208,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30209,1,1,1,1,1,1,1,2,1,2,2,2,,2,2,,2,2,4,4,3,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,,,,,,
30210,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30211,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,2,3,,,
30212,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30213,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30214,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
30215,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30216,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30217,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30218,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
30219,2,2,3,2,2,3,2,,2,2,2,,,,,,,,3,2,3,1,,,,,,,,2,2,2,2,,,2,0,2,,,1,,,,,,
30220,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,3,1,12,1,2,,,,,,
30221,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,2,,,,,,
30222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
30223,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30224,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,2,,2,2,2,,,,,,,,,2,0,2,,,1,,,,,,
30225,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,1,10,2,2,,,,,,
30226,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30227,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30228,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30229,2,2,2,2,2,2,1,1,1,2,2,2,,2,2,,2,2,4,4,3,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30230,1,1,1,,,,1,1,1,2,2,2,,,,,,,4,4,,1,1,4,1,2,2,2,,,,,,,,1,1,1,12,1,,,,,,,
30231,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30232,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,2,2,2,2,,,2,0,2,,,1,1,1,22,,,
30233,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30234,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30235,3,3,3,2,3,3,2,,2,2,2,,,,,,,,2,1,2,1,,,,,,,,2,2,2,2,,,1,4,1,12,1,1,1,,,,,
30236,1,1,2,2,2,2,1,1,1,1,2,2,,2,2,,2,2,4,4,3,1,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30237,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30238,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30239,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,7,1,12,1,2,,,,,,
30240,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30241,2,2,3,,,,1,2,1,2,2,2,,,,,,,3,3,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30242,2,2,3,2,3,3,1,3,1,1,2,2,,2,2,,2,2,3,3,2,2,,,,,,,,2,2,2,2,,,2,0,2,,,1,1,1,1,,,
30243,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30244,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30245,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30246,2,2,2,2,3,3,2,,2,2,2,,,,,,,,3,3,2,2,,,,,,,,2,2,2,2,,,1,1,2,,,1,1,1,3,,,
30247,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30248,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30249,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30250,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30251,3,3,3,1,1,3,1,3,1,2,2,2,,2,2,,2,2,3,2,3,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
30252,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30253,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30254,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,1,12,,,
30255,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30256,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30257,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30258,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30259,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,1,1,,,
30260,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30261,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,2,,
30262,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30263,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30265,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30266,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30267,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30268,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,,,,,,,,2,2,2,2,,,1,1,2,,,2,1,2,10,,,
30269,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30270,1,1,1,1,1,2,2,,1,1,2,2,,1,2,,2,2,4,3,3,1,2,,1,1,1,2,,,,,,,,2,0,2,,,,,,,,,
30271,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30272,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30273,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30274,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
30275,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30276,1,1,2,2,2,3,1,2,1,1,2,1,2,2,2,,2,2,4,4,3,2,,,,,,,,2,2,2,2,,,1,7,1,12,1,2,,,,,,
30277,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,,,,,,,,2,2,2,2,,,1,1,2,,,1,1,1,2,,,
30278,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
30279,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30280,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30281,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30282,1,1,1,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,,,,,,,,2,2,2,2,,,1,1,2,,,1,1,1,37,,,
30283,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,2,,,,,,,,2,2,2,2,,,1,3,1,12,1,1,1,1,1,,,
30284,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,2,1,,,2,,,,,,
30285,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30286,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30287,1,1,1,,,,2,,2,2,2,,,,,,,,3,3,,2,1,15,1,1,1,1,4,,,,,,,2,0,2,,,,,,,,,
30288,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,1,1,1,24,,,
30289,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30290,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30291,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30292,2,3,2,2,2,3,2,,2,2,2,,,,,,,,3,2,3,2,1,2,2,1,2,2,,,,,,,,2,0,2,,,2,,,,,,
30293,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,1,1,2,,,1,,,,,,
30294,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30295,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30297,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30298,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30299,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,1,,,,,,,,2,2,2,2,,,2,0,2,,,1,2,,,,,
30300,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
30301,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30303,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30304,1,1,1,1,1,2,2,,1,1,2,2,,2,2,,2,2,4,3,3,1,1,2,2,2,1,2,,,,,,,,2,0,2,,,2,,,,,,
30305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30306,2,2,2,1,2,2,1,2,1,1,2,2,,2,2,,2,2,4,4,3,1,,,,,,,,1,2,2,2,,2,1,1,2,,,2,,,,,,
30307,2,2,2,2,3,3,2,,2,2,2,,,,,,,,3,3,2,2,2,,2,2,2,,,,,,,,,2,0,2,,,1,,,,,,
30308,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,1,1,1,12,1,,,,,,,
30309,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
30310,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30311,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30312,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
30313,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30314,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30315,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30316,2,3,3,2,2,3,1,3,1,2,2,2,,1,2,,2,2,3,3,3,2,2,,2,2,2,,,,,,,,,1,2,2,,,2,,,,,,
30317,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,2,2,2,2,,,2,0,2,,,1,,,,,,
30318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30319,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,1,4,2,,,1,,,,,,
30320,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30321,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
30322,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30323,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,,,,,,,,2,2,2,2,,,2,0,2,,,2,2,,,,,
30324,2,2,2,2,2,2,1,2,1,2,2,2,,2,2,,2,2,4,4,3,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
30325,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
30326,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,,,,,,
30327,9,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,3,1,12,1,2,,,,,,
30328,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,,,,,,
30329,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
30330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30331,2,1,2,1,3,3,2,,1,2,2,2,,2,2,,2,2,3,3,2,1,1,7,1,2,2,2,,,,,,,,2,0,2,,,2,,,,,,
30332,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30334,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,6,1,12,1,1,,,,,,
30335,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,5,1,4,1,1,,,,,,
30336,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30337,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
30338,2,3,3,2,2,3,2,,2,2,2,,,,,,,,3,2,3,2,,,,,,,,2,2,2,2,,,2,0,2,,,1,,,,,,
30339,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30340,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30341,1,1,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,,,,,,,,2,2,2,2,,,2,0,2,,,1,,,,,,
30342,2,2,3,1,2,2,1,2,1,2,2,2,,2,2,,2,2,4,3,3,2,,,,,,,,2,2,2,2,,,2,0,2,,,1,1,2,12,,,
30343,1,1,1,1,1,3,1,3,1,1,1,1,3,2,2,,1,2,4,4,3,1,2,,2,2,2,,,,,,,,,1,2,2,,,2,,,,,,
30344,1,2,2,2,2,2,1,2,1,2,2,2,,2,2,,2,2,4,4,3,1,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30345,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30346,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30347,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,1,5,1,2,,,,,,
30348,1,1,1,,,,1,1,1,1,2,1,1,,,,,,4,4,,2,1,4,2,1,2,2,,,,,,,,2,0,2,,,2,,,,,,
30349,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30350,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30351,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30352,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30353,9,1,1,2,3,3,2,,2,2,2,,,,,,,,3,2,2,1,,,,,,,,2,2,2,2,,,1,2,2,,,1,1,1,1,,,
30354,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30355,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30356,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,1,8,2,1,,,,,,
30357,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,,,,,,,,2,2,2,2,,,1,4,1,6,2,1,2,,,,,
30358,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30359,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
30360,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30361,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30362,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30363,2,3,3,2,3,3,1,1,2,2,1,2,,2,2,,2,2,3,3,2,2,1,10,1,2,2,2,,,,,,,,2,0,2,,,2,,,,,,
30364,2,1,2,1,3,3,2,,1,2,2,2,,2,2,,2,2,3,3,2,1,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
30365,3,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,2,2,2,2,,,1,1,1,12,1,1,1,1,21,,,
30366,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,1,10,,,
30367,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30368,2,2,2,2,2,2,2,,1,2,2,2,,2,2,,2,2,3,3,3,2,2,,2,2,2,,,,,,,,,1,1,2,,,1,,,,,,
30369,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30370,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,2,,2,2,2,,,,,,,,,2,0,2,,,,,,,,,
30371,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30372,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30373,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30374,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30375,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30376,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30377,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
30378,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,1,2,10,,,
30379,2,2,2,2,2,3,1,2,2,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
30380,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30381,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
30382,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
30383,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30384,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30386,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30387,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30388,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30389,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30390,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30391,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
30392,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30393,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,1,4,2,1,2,2,,,,,,,,2,0,2,,,2,,,,,,
30394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30395,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30396,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30397,7,7,7,7,7,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30398,3,3,3,2,3,3,2,,2,2,2,,,,,,,,2,1,2,1,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
30399,1,1,2,2,2,3,1,2,1,2,2,2,,2,2,,2,2,4,4,3,2,,,,,,,,2,2,2,2,,,1,1,2,,,1,1,1,14,,,
30400,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
30401,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30402,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
30403,2,2,2,2,2,3,1,2,1,2,2,2,,2,2,,2,2,4,4,3,1,1,14,2,2,2,2,,,,,,,,2,0,2,,,2,,,,,,
30404,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,,,,,,
30405,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
30406,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,,,,,,
