"SEQN","OCD150","OCQ180","OCQ210","OCD230","OCD240","OCQ260","OCD270","OCQ290G","OCQ290Q","OCQ295","OCQ340","OCQ350","OCQ360","OCQ380","OCD390G","OCD390","OCD395","OCQ420","OCQ430","OCQ440","OCQ450","OCD470G","OCD470","OCD480"
24404,4,,,,,,,,,,,,,1,1,17,60,2,,,,4,,
24407,1,40,,40,3,3,300,2,,2,2,,,,2,,,,,,,,,
24408,4,,,,,,,,,,,,,2,4,,,,,,,,,
24409,1,38,,8,6,1,72,1,2,2,2,,,,1,16,168,,,,,,,
24411,4,,,,,,,,,,,,,1,4,,,,,,,,,
24412,4,,,,,,,,,,,,,3,1,3,420,2,,,,,,
24416,1,50,,13,31,5,144,2,,1,2,,,,2,,,,,,,,,
24417,3,,,,,,,,,,,,,,1,16,6,1,2,,,,,
24418,4,,,,,,,,,,,,,6,4,,,,,,,,,
24420,4,,,,,,,,,,,,,3,1,31,480,1,1,8,2,,,
24422,3,,,,,,,,,,,,,,1,17,12,2,,,,,,
24423,1,56,,31,15,1,60,2,,2,2,,,,2,,,,,,,,,
24424,1,40,,40,35,4,48,1,1,2,1,1,4,,1,31,240,,1,6,2,,,
24425,1,65,,27,20,1,36,2,,2,2,,,,1,16,60,,,,,4,,
24427,1,38,,35,32,1,228,2,,2,2,,,,2,,,,,,,,,
24428,4,,,,,,,,,,,,,3,1,38,144,2,,,,,,
24430,1,40,,15,34,1,108,2,,1,1,1,8,,2,,,,,,,,,
24431,4,,,,,,,,,,,,,7,4,,,,,,,,,
24434,1,45,,15,2,1,96,1,2,2,1,1,8,,2,,,,,,,,,
24438,1,40,,34,27,1,24,2,,1,1,1,6,,1,30,396,,1,8,1,,,
24441,1,4,1,41,24,1,6,2,,2,2,,,,1,7,96,,,,,3,,42
24443,1,20,2,27,21,1,18,2,,2,2,,,,2,,,,,,,,,
24444,1,54,,22,35,1,72,2,,2,2,,,,2,,,,,,,,,
24445,1,15,2,40,16,1,10,2,,2,2,,,,1,4,48,,,,,4,,
24447,1,40,,4,1,5,120,1,1,2,1,1,2,,2,,,,,,,,,
24448,1,44,,34,27,1,96,1,1,2,2,,,,1,25,216,,,,,,,
24450,1,50,,2,27,5,72,2,,1,1,1,8,,1,26,120,,2,,,,,
24452,2,,1,38,22,3,60,1,6,2,1,2,,,1,1,84,,1,12,2,,,
24454,1,40,,2,27,1,48,2,,2,2,,,,2,,,,,,,,,
24455,1,20,2,2,27,1,144,2,,2,2,,,,1,28,144,,,,,,,
24456,1,48,,27,20,1,36,2,,2,2,,,,2,,,,,,,4,,
24458,1,40,,4,36,4,3,2,,2,1,1,8,,2,,,,,,,,,
24459,4,,,,,,,,,,,,,2,4,,,,,,,,,
24460,1,40,,22,16,1,72,2,,2,2,,,,2,,,,,,,,,
24462,4,,,,,,,,,,,,,3,1,26,420,2,,,,,,
24463,4,,,,,,,,,,,,,6,1,23,324,2,,,,,,
24465,4,,,,,,,,,,,,,2,4,,,,,,,,,
24466,1,40,,15,33,1,0,2,,2,1,1,8,,1,22,36,,2,,,,,
24467,4,,,,,,,,,,,,,2,1,27,6,1,1,2,2,,,
24469,4,,,,,,,,,,,,,1,4,,,,,,,,,
24470,1,30,2,27,19,1,24,1,3,2,2,,,,2,,,,,,,,,
24471,1,40,,22,33,1,36,2,,2,1,1,4,,2,,,,,,,4,,
24474,1,50,,28,35,1,48,2,,2,1,2,,,2,,,,,,,,,
24475,4,,,,,,,,,,,,,3,3,,240,1,1,5,2,,,
24476,4,,,,,,,,,,,,,3,1,1,516,2,,,,,,
24478,1,40,,22,39,1,18,1,2,2,1,2,,,1,19,240,,2,,,,,
24479,4,,,,,,,,,,,,,1,1,16,18,2,,,,,,
24482,1,40,,31,17,5,12,2,,2,2,,,,2,,,,,,,,,
24483,4,,,,,,,,,,,,,3,1,16,480,2,,,,,,
24486,1,38,,40,1,4,24,2,,2,2,,,,2,,,,,,,,,
24488,4,,,,,,,,,,,,,7,1,40,24,1,1,3,2,,,
24489,4,,,,,,,,,,,,,1,7,,,7,,,,,,
24492,1,60,,29,1,1,96,2,,2,1,2,,,2,,,,,,,,,
24493,4,,,,,,,,,,,,,2,4,,,,,,,,,
24494,1,25,1,17,39,1,180,1,8,2,1,1,4,,2,,,,,,,,,
24495,4,,,,,,,,,,,,,2,1,21,4,2,,,,4,,
24496,4,,,,,,,,,,,,,5,1,37,240,1,1,8,1,,,
24497,4,,,,,,,,,,,,,2,4,,,,,,,,,
24498,4,,,,,,,,,,,,,4,1,26,480,2,,,,,,
24499,1,40,,40,5,3,84,2,,2,2,,,,2,,,,,,,,,
24500,4,,,,,,,,,,,,,3,1,6,204,2,,,,,,
24501,1,15,2,27,11,1,0,2,,2,2,,,,2,,,,,,,,,
24502,1,45,,25,11,1,6,2,,2,2,,,,2,,,,,,,,,
24503,4,,,,,,,,,,,,,1,1,4,36,2,,,,1,37,42
24504,4,,,,,,,,,,,,,3,1,38,60,1,1,4,2,,,
24507,4,,,,,,,,,,,,,6,1,6,6,2,,,,,,
24508,1,40,,35,24,1,36,2,,2,2,,,,2,,,,,,,,,
24509,1,50,,17,35,1,24,2,,2,1,2,,,2,,,,,,,,,
24511,4,,,,,,,,,,,,,1,1,1,84,2,,,,,,
24512,4,,,,,,,,,,,,,7,1,5,4,1,1,7,2,,,
24513,4,,,,,,,,,,,,,6,1,4,192,2,,,,4,,
24514,1,40,,38,23,1,5,1,1,2,2,,,,1,23,360,,,,,,,
24515,4,,,,,,,,,,,,,3,1,22,180,2,,,,,,
24517,1,37,,40,27,3,96,1,2,2,2,,,,2,,,,,,,,,
24521,1,38,,31,16,1,36,1,2,2,2,,,,2,,,,,,,2,,
24523,1,60,,24,39,1,48,2,,2,2,,,,2,,,,,,,,,
24525,1,40,,6,32,1,120,2,,2,2,,,,2,,,,,,,,,
24526,1,25,2,41,13,2,1,2,,2,2,,,,1,1,228,,,,,,,
24527,4,,,,,,,,,,,,,2,1,8,2,2,,,,,,
24528,4,,,,,,,,,,,,,3,1,19,132,2,,,,,,
24529,1,20,2,28,39,1,72,2,,2,2,,,,2,,,,,,,,,
24531,1,8,2,27,21,1,1,1,1,2,2,,,,1,21,4,,,,,,,
24539,1,35,,27,21,1,6,2,,2,1,2,,,1,6,360,,1,3,2,4,,
24540,4,,,,,,,,,,,,,6,1,22,72,2,,,,,,
24542,1,40,,40,5,1,36,2,,2,2,,,,1,5,180,,,,,,,
24544,1,24,2,41,19,1,6,2,,2,1,2,,,1,24,24,,1,1,2,,,
24545,1,160,,34,23,6,216,1,1,2,2,,,,2,,,,,,,,,
24549,4,,,,,,,,,,,,,2,4,,,,,,,,,
24551,1,40,,31,26,1,168,2,,2,2,,,,2,,,,,,,2,,
24553,4,,,,,,,,,,,,,2,4,,,,,,,,,
24556,4,,,,,,,,,,,,,2,4,,,,,,,,,
24559,4,,,,,,,,,,,,,7,1,19,36,2,,,,,,
24560,4,,,,,,,,,,,,,6,1,36,120,1,1,8,2,,,
24562,4,,,,,,,,,,,,,3,1,16,312,2,,,,,,
24565,4,,,,,,,,,,,,,3,1,5,180,2,,,,,,
24567,4,,,,,,,,,,,,,3,1,23,360,2,,,,,,
24568,1,35,,39,22,1,5,2,,2,2,,,,2,,,,,,,,,
24571,3,,,,,,,,,,,,,,1,34,96,2,,,,,,
24572,4,,,,,,,,,,,,,1,1,11,36,2,,,,,,
24573,1,15,2,31,23,5,240,2,,2,2,,,,2,,,,,,,,,
24574,1,40,,40,5,4,144,2,,2,2,,,,2,,,,,,,,,
24575,4,,,,,,,,,,,,,3,1,24,120,2,,,,,,
24576,1,72,,1,25,5,144,2,,2,2,,,,2,,,,,,,,,
24581,4,,,,,,,,,,,,,2,4,,,,,,,,,
24582,1,40,,43,3,4,216,2,,2,2,,,,2,,,,,,,,,
24583,4,,,,,,,,,,,,,3,1,12,240,2,,,,,,
24586,4,,,,,,,,,,,,,4,1,27,132,2,,,,3,,18
24588,4,,,,,,,,,,,,,3,1,11,480,1,2,,,,,
24589,4,,,,,,,,,,,,,6,1,35,120,1,2,,,,,
24591,4,,,,,,,,,,,,,3,1,11,72,2,,,,,,
24592,4,,,,,,,,,,,,,2,1,8,36,2,,,,,,
24599,4,,,,,,,,,,,,,3,1,1,540,1,2,,,,,
24601,4,,,,,,,,,,,,,1,1,20,6,2,,,,,,
24602,1,40,,39,22,1,2,2,,2,2,,,,1,22,24,,,,,,,
24603,4,,,,,,,,,,,,,4,1,27,48,2,,,,,,
24604,4,,,,,,,,,,,,,4,1,24,456,2,,,,,,
24605,1,85,,29,16,1,18,2,,2,2,,,,2,,,,,,,,,
24607,4,,,,,,,,,,,,,2,4,,,,,,,,,
24608,4,,,,,,,,,,,,,6,1,23,144,2,,,,,,
24609,1,40,,4,30,1,48,1,1,1,1,1,6,,2,,,,,,,,,
24610,1,40,,4,40,1,60,2,,2,2,,,,2,,,,,,,,,
24611,4,,,,,,,,,,,,,3,1,25,600,1,1,2,2,,,
24614,1,40,,15,1,1,12,1,0,2,2,,,,1,3,84,,,,,,,
24615,1,10,2,27,19,1,3,2,,2,2,,,,1,24,48,,,,,4,,
24616,1,45,,18,16,2,276,2,,2,2,,,,2,,,,,,,,,
24617,1,40,,44,14,4,120,2,,2,2,,,,1,9,180,,,,,,,
24619,1,20,2,36,24,1,2,2,,2,1,1,1,,1,24,3,,1,3,2,,,
24620,1,15,2,28,39,1,72,2,,2,1,2,,,1,11,156,,1,2,2,,,
24622,4,,,,,,,,,,,,,6,1,31,324,1,1,18,1,,,
24625,4,,,,,,,,,,,,,1,4,,,,,,,,,
24626,1,50,,20,30,1,144,1,4,1,1,1,1,,2,,,,,,,,,
24627,4,,,,,,,,,,,,,3,1,31,480,2,,,,,,
24629,1,84,,17,34,1,18,1,5,2,1,1,2,,2,,,,,,,,,
24630,1,35,,33,17,1,36,1,7,2,2,,,,2,,,,,,,,,
24631,4,,,,,,,,,,,,,7,1,35,96,1,2,,,4,,
24632,1,40,,28,4,1,120,2,,2,2,,,,2,,,,,,,,,
24633,1,40,,39,7,1,24,2,,2,1,2,,,1,19,84,,2,,,4,,
24636,1,44,,27,11,1,36,2,,2,2,,,,2,,,,,,,,,
24637,1,40,,22,16,1,60,1,0,2,2,,,,1,20,120,,,,,,,
24638,4,,,,,,,,,,,,,2,1,7,1,2,,,,4,,
24640,1,35,,42,8,1,12,2,,2,2,,,,1,12,156,,,,,,,
24641,4,,,,,,,,,,,,,2,1,25,192,2,,,,4,,
24642,4,,,,,,,,,,,,,3,1,32,120,2,,,,,,
24643,1,29,2,27,19,1,120,2,,2,2,,,,2,,,,,,,,,
24644,4,,,,,,,,,,,,,3,1,28,360,2,,,,,,
24645,4,,,,,,,,,,,,,6,1,28,60,1,1,4,2,,,
24647,4,,,,,,,,,,,,,4,1,27,216,2,,,,,,
24648,4,,,,,,,,,,,,,4,1,37,48,1,1,4,1,,,
24649,1,37,,29,2,1,36,2,,2,2,,,,1,16,144,,,,,,,
24650,4,,,,,,,,,,,,,7,1,26,36,2,,,,,,
24651,1,43,,28,39,1,2,2,,2,2,,,,2,,,,,,,,,
24652,4,,,,,,,,,,,,,7,4,,,,,,,,,
24653,1,45,,10,31,1,120,2,,2,2,,,,2,,,,,,,,,
24655,4,,,,,,,,,,,,,7,1,39,48,2,,,,,,
24656,1,35,,31,18,1,2,2,,2,2,,,,1,5,180,,,,,,,
24658,1,21,2,33,17,1,156,2,,2,2,,,,1,9,324,,,,,,,
24659,1,45,,42,35,1,24,1,0,2,1,2,,,1,8,48,,1,1,1,,,
24660,4,,,,,,,,,,,,,7,1,16,12,2,,,,,,
24661,4,,,,,,,,,,,,,2,4,,,,,,,,,
24662,1,12,2,24,11,1,48,2,,2,2,,,,1,39,216,,,,,,,
24663,1,30,1,23,21,1,12,2,,2,1,1,1,,2,,,,,,,,,
24667,1,38,,27,1,1,36,1,8,2,2,,,,2,,,,,,,,,
24668,4,,,,,,,,,,,,,6,1,20,240,1,1,5,2,,,
24669,1,36,,38,8,1,14,2,,2,2,,,,1,35,144,,,,,4,,
24671,4,,,,,,,,,,,,,3,1,12,180,2,,,,,,
24672,1,32,2,28,30,1,216,2,,2,2,,,,2,,,,,,,1,30,4
24673,1,70,,4,30,5,396,2,,2,2,,,,2,,,,,,,,,
24675,4,,,,,,,,,,,,,2,1,18,3,2,,,,,,
24676,1,38,,24,31,1,1,2,,2,1,2,,,1,22,60,,2,,,,,
24678,4,,,,,,,,,,,,,7,4,,,,,,,,,
24680,4,,,,,,,,,,,,,3,4,,,,,,,,,
24681,4,,,,,,,,,,,,,1,4,,,,,,,,,
24685,2,,1,33,35,5,8,2,,2,1,2,,,2,,,,,,,4,,
24687,3,,,,,,,,,,,,,,1,16,360,1,1,9999,2,,,
24688,1,50,,15,1,1,6,2,,2,2,,,,1,1,60,,,,,4,,
24693,1,50,,18,16,2,96,2,,2,2,,,,3,,168,,,,,,,
24694,4,,,,,,,,,,,,,2,4,,,,,,,,,
24696,1,48,,19,29,1,5,2,,2,2,,,,2,,,,,,,,,
24701,1,30,2,42,7,1,72,2,,2,2,,,,2,,,,,,,,,
24702,1,30,1,6,34,5,84,1,5,2,1,2,,,1,32,240,,1,8,2,,,
24703,1,40,,13,34,1,36,2,,1,1,2,,,1,29,360,,2,,,,,
24705,4,,,,,,,,,,,,,3,1,8,360,2,,,,,,
24706,3,,,,,,,,,,,,,,1,11,3,2,,,,,,
24707,4,,,,,,,,,,,,,3,1,4,240,2,,,,,,
24708,4,,,,,,,,,,,,,6,1,29,300,2,,,,,,
24709,4,,,,,,,,,,,,,2,1,37,36,1,1,8,2,,,
24710,1,24,2,22,40,1,60,2,,2,1,2,,,1,30,240,,1,8,2,,,
24717,4,,,,,,,,,,,,,3,1,1,444,2,,,,,,
24719,1,40,,23,11,1,12,1,2,2,2,,,,1,22,60,,,,,,,
24720,1,40,,29,16,1,5,2,,2,2,,,,2,,,,,,,,,
24721,1,37,,40,16,4,156,2,,2,2,,,,2,,,,,,,,,
24722,4,,,,,,,,,,,,,2,1,24,84,2,,,,,,
24723,4,,,,,,,,,,,,,3,1,26,240,2,,,,,,
24725,1,46,,39,22,99,11,1,1,2,2,,,,2,,,,,,,,,
24726,4,,,,,,,,,,,,,7,1,35,24,1,1,8,2,,,
24727,4,,,,,,,,,,,,,2,4,,,,,,,,,
24729,4,,,,,,,,,,,,,2,1,6,6,2,,,,,,
24730,1,55,,24,1,1,60,2,,2,1,2,,,1,35,192,,2,,,,,
24731,1,30,2,41,24,1,12,2,,2,2,,,,1,1,372,,,,,,,
24733,4,,,,,,,,,,,,,6,1,15,48,2,,,,,,
24735,4,,,,,,,,,,,,,2,4,,,,,,,,,
24736,1,46,,4,15,1,12,2,,2,2,,,,2,,,,,,,4,,
24738,4,,,,,,,,,,,,,1,1,20,30,2,,,,,,
24739,4,,,,,,,,,,,,,3,1,1,132,2,,,,,,
24740,1,50,,4,1,1,180,2,,1,1,1,8,,2,,,,,,,,,
24742,4,,,,,,,,,,,,,3,1,14,132,2,,,,,,
24745,2,,1,40,5,4,132,2,,2,2,,,,2,,,,,,,,,
24746,1,35,,42,1,1,300,2,,2,2,,,,2,,,,,,,,,
24748,4,,,,,,,,,,,,,3,1,32,240,1,1,8,2,,,
24749,4,,,,,,,,,,,,,2,1,11,18,2,,,,,,
24751,1,24,2,39,4,1,192,2,,2,2,,,,2,,,,,,,,,
24752,1,40,,25,14,5,192,1,8,2,2,,,,2,,,,,,,,,
24753,1,40,,31,23,1,4,2,,2,1,1,3,,2,,,,,,,,,
24754,4,,,,,,,,,,,,,2,1,11,6,2,,,,,,
24755,2,,2,26,11,1,180,1,8,2,2,,,,2,,,,,,,,,
24756,1,40,,30,1,4,60,2,,2,2,,,,2,,,,,,,,,
24757,1,36,,27,21,1,156,2,,2,2,,,,1,22,240,,,,,,,
24758,4,,,,,,,,,,,,,2,1,21,1,2,,,,,,
24759,4,,,,,,,,,,,,,1,4,,,,,,,,,
24760,1,52,,38,4,1,12,2,,2,2,,,,1,4,84,,,,,,,
24761,4,,,,,,,,,,,,,2,1,11,3,2,,,,,,
24762,1,44,,4,1,1,60,1,1,1,1,2,,,2,,,,,,,,,
24763,4,,,,,,,,,,,,,6,1,12,144,2,,,,,,
24764,1,46,,8,38,1,3,2,,2,2,,,,2,,,,,,,,,
24765,4,,,,,,,,,,,,,2,1,11,7,2,,,,,,
24767,4,,,,,,,,,,,,,1,1,22,60,2,,,,,,
24768,4,,,,,,,,,,,,,3,1,35,420,2,,,,,,
24771,1,4,2,4,30,5,528,2,,2,2,,,,2,,,,,,,,,
24773,1,40,,30,23,1,36,2,,2,2,,,,2,,,,,,,,,
24774,4,,,,,,,,,,,,,2,4,,,,,,,,,
24776,1,35,,2,27,5,192,2,,2,2,,,,2,,,,,,,,,
24779,1,4,2,27,19,1,0,2,,2,2,,,,2,,,,,,,,,
24780,1,20,1,4,36,1,12,1,1,1,1,1,2,,2,,,,,,,,,
24782,1,25,2,28,8,1,12,2,,2,2,,,,2,,,,,,,,,
24783,1,36,,98,98,1,48,2,,2,2,,,,2,,,,,,,,,
24784,4,,,,,,,,,,,,,3,1,24,240,2,,,,,,
24785,4,,,,,,,,,,,,,3,1,1,216,2,,,,,,
24787,4,,,,,,,,,,,,,3,1,20,300,2,,,,,,
24788,4,,,,,,,,,,,,,6,1,14,144,2,,,,4,,
24789,1,60,,4,30,1,12,1,1,2,2,,,,1,36,48,,,,,,,
24790,1,50,,38,4,4,60,2,,2,2,,,,1,8,72,,,,,,,
24791,1,55,,4,30,1,12,2,,2,1,2,,,1,31,264,,1,10,1,,,
24792,4,,,,,,,,,,,,,2,1,11,2,2,,,,3,,27
24793,4,,,,,,,,,,,,,7,4,,,,,,,,,
24794,4,,,,,,,,,,,,,1,1,8,24,2,,,,,,
24795,4,,,,,,,,,,,,,3,1,12,228,2,,,,,,
24796,1,7,2,32,23,1,12,2,,2,2,,,,2,,,,,,,,,
24800,3,,,,,,,,,,,,,,1,11,24,2,,,,,,
24803,1,40,,33,23,5,2,2,,2,2,,,,1,19,96,,,,,,,
24805,4,,,,,,,,,,,,,7,1,16,24,2,,,,,,
24806,4,,,,,,,,,,,,,3,1,11,360,2,,,,,,
24807,1,16,2,36,24,1,6,2,,2,2,,,,2,,,,,,,,,
24809,1,40,,15,31,1,72,2,,1,1,1,8,,1,31,240,,1,8,2,,,
24811,4,,,,,,,,,,,,,4,1,34,216,1,1,11,1,,,
24812,4,,,,,,,,,,,,,4,1,17,600,2,,,,,,
24815,4,,,,,,,,,,,,,1,4,,,,,,,,,
24816,4,,,,,,,,,,,,,4,4,,,,,,,,,
24817,1,50,,31,23,1,24,1,1,2,2,,,,2,,,,,,,,,
24818,1,40,,42,23,1,36,2,,2,1,2,,,1,30,240,,2,,,,,
24820,3,,,,,,,,,,,,,,1,20,96,2,,,,,,
24821,4,,,,,,,,,,,,,4,1,27,84,1,1,16,1,,,
24823,4,,,,,,,,,,,,,3,1,31,300,1,1,6,2,,,
24824,1,10,1,20,35,1,120,2,,2,2,,,,2,,,,,,,,,
24825,3,,,,,,,,,,,,,,1,11,1,2,,,,,,
24826,1,40,,43,16,4,168,2,,2,1,2,,,2,,,,,,,,,
24831,1,40,,29,16,1,4,2,,2,2,,,,1,16,48,,,,,,,
24832,1,30,1,36,5,5,18,2,,2,1,2,,,1,3,156,,1,1,1,4,,
24835,1,40,,36,29,3,216,1,1,1,2,,,,2,,,,,,,,,
24836,4,,,,,,,,,,,,,6,1,15,516,2,,,,,,
24837,4,,,,,,,,,,,,,3,3,,504,1,1,14,2,,,
24839,1,58,,4,36,1,240,2,,1,1,1,2,,2,,,,,,,,,
24841,3,,,,,,,,,,,,,,1,36,216,1,1,12,1,,,
24844,4,,,,,,,,,,,,,3,1,1,312,2,,,,,,
24845,1,22,2,28,11,1,3,2,,2,2,,,,2,,,,,,,,,
24846,1,33,2,27,19,1,36,2,,2,2,,,,2,,,,,,,4,,
24848,4,,,,,,,,,,,,,4,1,22,372,2,,,,,,
24849,4,,,,,,,,,,,,,7,1,20,144,1,1,12,2,,,
24850,4,,,,,,,,,,,,,4,1,5,192,2,,,,,,
24851,4,,,,,,,,,,,,,2,4,,,,,,,,,
24854,4,,,,,,,,,,,,,3,1,32,480,2,,,,,,
24856,1,40,,19,6,5,204,2,,2,2,,,,2,,,,,,,,,
24857,1,40,,7,23,1,168,2,,2,2,,,,2,,,,,,,,,
24860,1,14,2,36,11,1,84,1,7,2,2,,,,1,2,396,,,,,,,
24862,4,,,,,,,,,,,,,3,4,,,,,,,,,
24863,3,,,,,,,,,,,,,,1,30,60,1,1,8,1,,,
24867,1,45,,40,1,3,348,2,,2,2,,,,2,,,,,,,,,
24868,4,,,,,,,,,,,,,1,1,17,1,2,,,,,,
24871,4,,,,,,,,,,,,,3,1,23,276,2,,,,,,
24872,4,,,,,,,,,,,,,3,1,16,348,2,,,,,,
24875,1,25,2,24,11,1,0,1,2,2,1,2,,,1,30,240,,1,2,2,,,
24876,4,,,,,,,,,,,,,6,1,31,324,2,,,,,,
24877,4,,,,,,,,,,,,,6,1,34,144,2,,,,,,
24878,1,32,1,25,11,1,20,1,8,2,2,,,,1,9,132,,,,,4,,
24879,4,,,,,,,,,,,,,3,1,29,408,1,1,8,1,,,
24880,4,,,,,,,,,,,,,3,1,16,360,2,,,,,,
24881,1,14,2,31,23,1,8,2,,2,2,,,,2,,,,,,,,,
24883,4,,,,,,,,,,,,,1,1,22,108,2,,,,4,,
24884,4,,,,,,,,,,,,,2,4,,,,,,,,,
24886,1,40,,43,18,4,300,2,,2,1,2,,,2,,,,,,,,,
24887,1,40,,18,35,4,192,2,,1,2,,,,2,,,,,,,,,
24888,1,40,,8,16,1,48,2,,2,2,,,,2,,,,,,,,,
24889,4,,,,,,,,,,,,,3,1,28,384,2,,,,,,
24892,4,,,,,,,,,,,,,3,1,35,456,2,,,,,,
24893,4,,,,,,,,,,,,,3,4,,,,,,,,,
24894,1,43,,20,29,1,36,2,,2,2,,,,2,,,,,,,,,
24897,1,40,,31,17,5,60,2,,2,2,,,,2,,,,,,,,,
24899,1,24,2,37,3,1,168,2,,2,2,,,,2,,,,,,,,,
24900,1,40,,39,23,1,252,2,,2,2,,,,2,,,,,,,,,
24902,4,,,,,,,,,,,,,3,1,10,120,2,,,,,,
24903,1,30,1,40,5,4,96,2,,2,2,,,,2,,,,,,,,,
24905,4,,,,,,,,,,,,,3,1,18,60,2,,,,,,
24906,1,40,,30,10,1,22,2,,2,2,,,,2,,,,,,,,,
24907,4,,,,,,,,,,,,,1,1,24,60,2,,,,,,
24908,4,,,,,,,,,,,,,1,1,5,84,2,,,,,,
24910,1,40,,42,3,1,1,2,,2,1,1,2,,1,24,120,,1,8,1,,,
24911,4,,,,,,,,,,,,,3,1,34,240,1,1,8,1,,,
24912,1,30,2,35,16,1,96,2,,2,2,,,,2,,,,,,,,,
24913,1,35,,37,22,1,12,2,,2,2,,,,2,,,,,,,,,
24914,1,40,,3,10,1,36,1,1,2,2,,,,2,,,,,,,,,
24915,1,20,2,41,23,1,1,2,,2,2,,,,1,23,2,,,,,,,
24916,1,35,,27,21,1,7,1,3,2,2,,,,1,17,24,,,,,,,
24917,1,40,,30,1,1,120,2,,2,2,,,,1,1,216,,,,,,,
24918,4,,,,,,,,,,,,,1,1,2,8,2,,,,,,
24921,1,8,1,40,5,4,12,2,,2,2,,,,1,5,12,,,,,,,
24922,4,,,,,,,,,,,,,1,1,39,4,2,,,,,,
24924,4,,,,,,,,,,,,,7,1,13,36,2,,,,,,
24928,1,40,,28,31,1,168,2,,2,1,2,,,2,,,,,,,,,
24929,4,,,,,,,,,,,,,2,1,23,3,2,,,,4,,
24930,1,40,,40,14,4,84,2,,2,2,,,,2,,,,,,,,,
24932,4,,,,,,,,,,,,,3,1,32,108,2,,,,,,
24934,2,,1,30,14,1,4,2,,2,2,,,,1,7,24,,,,,,,
24935,2,,1,42,8,1,84,2,,2,2,,,,2,,,,,,,,,
24937,1,40,,4,30,5,720,1,4,2,2,,,,2,,,,,,,,,
24944,4,,,,,,,,,,,,,3,1,3,360,2,,,,,,
24949,4,,,,,,,,,,,,,3,1,39,444,2,,,,,,
24951,1,25,2,4,30,1,12,1,1,2,1,1,2,,2,,,,,,,,,
24952,4,,,,,,,,,,,,,2,1,20,48,2,,,,,,
24953,1,50,,5,29,1,252,2,,1,1,1,1,,2,,,,,,,,,
24954,4,,,,,,,,,,,,,2,4,,,,,,,,,
24955,1,17,1,44,1,4,84,2,,2,2,,,,2,,,,,,,,,
24956,4,,,,,,,,,,,,,3,1,30,432,1,1,4,1,,,
24959,4,,,,,,,,,,,,,6,1,30,240,1,1,8,1,,,
24961,3,,,,,,,,,,,,,,1,30,4,1,1,8,2,,,
24962,1,40,,39,22,1,36,1,2,2,1,2,,,2,,,,,,,,,
24963,4,,,,,,,,,,,,,7,1,11,5,2,,,,,,
24964,4,,,,,,,,,,,,,3,1,15,300,1,1,4,2,,,
24966,4,,,,,,,,,,,,,6,1,7,156,1,1,1,2,3,,44
24967,1,21,2,27,11,1,84,2,,2,2,,,,2,,,,,,,,,
24968,2,,1,40,5,1,48,2,,2,2,,,,2,,,,,,,,,
24969,4,,,,,,,,,,,,,2,1,24,8,2,,,,,,
24970,1,36,,8,33,1,120,2,,2,1,1,12,,1,34,240,,2,,,,,
24971,4,,,,,,,,,,,,,3,1,33,120,2,,,,,,
24972,1,40,,27,21,1,48,2,,2,2,,,,2,,,,,,,,,
24975,4,,,,,,,,,,,,,3,1,35,480,2,,,,,,
24976,4,,,,,,,,,,,,,7,1,8,5,2,,,,4,,
24977,1,26,2,18,24,1,228,2,,2,1,2,,,2,,,,,,,,,
24978,3,,,,,,,,,,,,,,1,9,84,2,,,,,,
24979,1,40,,2,27,1,36,2,,2,1,1,5,,1,23,60,,2,,,,,
24982,1,30,2,35,32,1,48,2,,2,2,,,,2,,,,,,,,,
24983,1,60,,18,35,3,4,2,,2,2,,,,1,24,48,,,,,,,
24984,1,72,,6,32,1,2,2,,2,2,,,,2,,,,,,,,,
24985,1,70,,31,23,5,20,1,1,2,1,1,4,,1,9,120,,1,1,2,,,
24986,1,70,,24,9,1,156,2,,1,2,,,,2,,,,,,,,,
24987,4,,,,,,,,,,,,,7,1,10,24,2,,,,4,,
24988,1,60,,2,27,1,1,2,,2,2,,,,2,,,,,,,,,
24989,1,27,1,40,1,3,60,2,,2,2,,,,1,16,120,,,,,,,
24990,4,,,,,,,,,,,,,2,1,36,24,2,,,,,,
24991,2,,1,40,5,4,384,2,,2,2,,,,2,,,,,,,,,
24992,1,40,,29,2,1,36,2,,2,2,,,,2,,,,,,,,,
24995,1,40,,14,12,1,8,1,1,2,2,,,,2,,,,,,,,,
24996,4,,,,,,,,,,,,,7,4,,,,,,,,,
24997,1,50,,30,2,1,72,2,,2,2,,,,2,,,,,,,,,
24998,4,,,,,,,,,,,,,3,1,35,156,2,,,,,,
24999,1,30,1,40,5,4,13,2,,2,1,2,,,2,,,,,,,,,
25000,1,40,,38,22,1,60,2,,2,2,,,,2,,,,,,,,,
25001,1,40,,42,6,1,360,2,,2,1,2,,,2,,,,,,,,,
25003,1,50,,22,1,1,24,2,,2,1,2,,,1,10,120,,2,,,,,
25004,1,40,,3,31,1,12,1,8,1,1,1,2,,2,,,,,,,,,
25006,4,,,,,,,,,,,,,3,1,23,84,2,,,,,,
25007,4,,,,,,,,,,,,,4,1,11,120,2,,,,,,
25009,1,6,2,40,3,1,36,2,,2,2,,,,2,,,,,,,,,
25011,1,90,,30,30,1,168,1,8,2,1,2,,,2,,,,,,,,,
25013,4,,,,,,,,,,,,,5,1,1,240,2,,,,,,
