"SEQN","OCD150","OCQ180","OCQ210","OCQ260","OCD270","OCQ670","OCQ380","OCD390G","OCD395"
97234,1,30,2,1,3,2,,2,
97235,4,,,,,,7,1,24
97236,1,60,,5,19,5,,1,84
97237,4,,,,,,3,1,312
97240,3,,,,,,,4,
97241,3,,,,,,,4,
97242,4,,,,,,3,1,144
97245,1,56,,1,96,3,,2,
97247,1,40,,2,336,1,,1,252
97248,4,,,,,,1,1,240
97249,1,54,,1,0,3,,2,
97250,1,25,1,5,132,5,,2,
97251,1,45,,1,24,3,,2,
97252,4,,,,,,6,1,144
97253,4,,,,,,6,1,84
97255,1,40,,1,24,1,,2,
97256,4,,,,,,6,1,336
97257,4,,,,,,2,1,5
97259,1,40,,3,60,5,,1,192
97260,4,,,,,,1,4,
97261,4,,,,,,7,1,5
97262,4,,,,,,2,4,
97263,4,,,,,,4,1,168
97264,1,30,1,1,84,5,,1,276
97266,1,32,1,5,12,1,,1,24
97268,4,,,,,,3,1,456
97270,1,40,,1,18,5,,2,
97272,4,,,,,,3,1,480
97274,4,,,,,,3,1,168
97275,1,40,,1,12,2,,2,
97277,1,40,,1,6,1,,1,108
97278,1,36,,1,72,5,,2,
97279,1,28,2,1,2,5,,1,5
97280,1,52,,1,20,5,,2,
97282,1,25,2,99,108,3,,1,180
97283,1,40,,1,216,5,,2,
97284,4,,,,,,6,1,60
97285,1,40,,1,12,5,,2,
97287,4,,,,,,2,4,
97289,1,50,,1,336,5,,1,336
97293,4,,,,,,1,1,9
97297,1,40,,1,36,3,,2,
97299,1,42,,1,30,1,,1,108
97301,1,40,,1,3,1,,2,
97304,1,35,,1,48,2,,1,24
97305,1,40,,1,144,5,,2,
97306,4,,,,,,7,4,
97307,4,,,,,,3,1,540
97308,1,60,,1,132,1,,2,
97313,1,25,1,1,3,5,,1,36
97314,3,,,,,,,1,6
97316,1,60,,1,8,3,,1,60
97319,1,70,,1,24,5,,2,
97320,2,,2,5,72,5,,1,384
97321,1,80,,1,4,1,,2,
97322,1,62,,1,10,1,,2,
97323,4,,,,,,3,1,516
97324,4,,,,,,2,4,
97325,1,30,2,1,48,2,,2,
97326,1,70,,5,27,5,,1,504
97327,1,9,2,3,360,5,,2,
97329,4,,,,,,7,1,48
97330,1,20,2,5,360,5,,2,
97332,4,,,,,,3,1,144
97333,4,,,,,,1,1,300
97334,4,,,,,,3,1,360
97336,1,60,,5,360,5,,2,
97337,4,,,,,,3,1,300
97338,4,,,,,,4,1,120
97339,4,,,,,,3,1,480
97342,1,50,,1,120,5,,2,
97343,1,40,,3,120,3,,1,240
97345,3,,,,,,,1,5
97348,4,,,,,,3,4,
97349,1,46,,1,20,1,,2,
97352,1,32,1,5,360,1,,2,
97353,4,,,,,,3,1,240
97354,1,40,,1,36,1,,2,
97356,1,30,2,1,96,5,,2,
97357,4,,,,,,4,1,240
97358,1,10,1,1,4,2,,2,
97359,4,,,,,,2,1,5
97360,4,,,,,,3,1,252
97361,4,,,,,,4,1,168
97362,1,40,,1,10,1,,2,
97364,1,55,,1,12,5,,2,
97365,1,40,,1,240,1,,2,
97367,4,,,,,,6,1,36
97369,1,48,,1,6,1,,1,204
97370,4,,,,,,3,1,240
97371,1,40,,4,252,1,,2,
97372,1,10,2,1,12,2,,2,
97373,4,,,,,,6,1,84
97374,1,18,2,1,72,1,,1,252
97375,4,,,,,,3,1,120
97376,4,,,,,,3,1,276
97378,1,25,1,2,24,5,,2,
97379,1,48,,1,84,2,,2,
97380,1,63,,1,12,5,,2,
97381,1,40,,2,240,3,,2,
97382,1,40,,1,36,1,,2,
97383,1,80,,1,72,5,,2,
97384,1,50,,1,36,3,,2,
97386,4,,,,,,4,1,300
97388,4,,,,,,6,1,180
97389,4,,,,,,3,1,600
97390,4,,,,,,3,1,252
97391,4,,,,,,3,1,360
97392,1,21,2,1,3,2,,2,
97395,4,,,,,,6,4,
97396,1,40,,1,96,2,,2,
97397,4,,,,,,3,1,264
97398,4,,,,,,3,1,384
97400,1,35,,1,3,5,,2,
97402,1,30,2,1,6,5,,2,
97403,4,,,,,,3,1,144
97407,1,60,,1,3,5,,2,
97408,4,,,,,,3,1,216
97409,1,40,,1,120,5,,2,
97410,1,40,,1,12,3,,2,
97412,4,,,,,,3,1,480
97415,1,40,,1,264,1,,1,264
97417,1,24,2,1,240,5,,2,
97418,1,45,,1,48,1,,2,
97419,1,40,,1,4,1,,2,
97420,1,50,,2,264,5,,2,
97422,4,,,,,,3,1,204
97423,1,40,,1,168,3,,2,
97424,4,,,,,,6,1,180
97425,3,,,,,,,1,5
97428,4,,,,,,3,1,240
97429,1,30,2,1,204,1,,1,300
97430,1,60,,1,48,3,,2,
97432,3,,,,,,,4,
97436,1,45,,1,6,3,,2,
97437,1,40,,3,36,1,,2,
97441,4,,,,,,4,1,396
97443,4,,,,,,1,1,60
97444,4,,,,,,6,1,204
97445,4,,,,,,3,1,60
97446,1,40,,1,72,5,,2,
97447,4,,,,,,4,1,480
97449,1,40,,1,24,1,,1,120
97450,1,24,1,1,25,1,,1,36
97451,4,,,,,,1,1,5
97452,1,40,,1,3,5,,1,60
97453,4,,,,,,7,1,144
97455,4,,,,,,3,1,60
97456,1,30,1,5,96,5,,2,
97458,4,,,,,,1,1,120
97460,4,,,,,,6,1,228
97462,1,40,,1,324,3,,2,
97463,4,,,,,,1,1,132
97464,4,,,,,,6,1,240
97465,1,55,,1,3,5,,1,60
97468,1,48,,1,24,1,,2,
97469,3,,,,,,,1,24
97471,4,,,,,,3,1,48
97472,1,46,,1,2,5,,1,48
97473,1,40,,1,180,1,,2,
97474,1,25,2,1,9,5,,2,
97478,1,25,2,5,120,1,,2,
97481,4,,,,,,3,1,180
97482,4,,,,,,3,1,360
97483,1,28,2,1,1,5,,1,48
97484,1,40,,1,36,5,,2,
97485,1,20,2,1,48,5,,2,
97486,4,,,,,,5,1,77777
97487,1,35,,1,300,1,,2,
97488,4,,,,,,3,1,360
97490,1,80,,1,36,5,,2,
97492,1,65,,1,132,1,,2,
97495,1,61,,1,12,1,,1,300
97497,4,,,,,,7,1,72
97500,4,,,,,,3,1,480
97501,4,,,,,,4,1,84
97502,4,,,,,,3,1,600
97505,4,,,,,,3,1,300
97506,4,,,,,,3,1,240
97507,1,32,2,3,4,2,,1,8
97508,2,,1,1,24,1,,2,
97509,1,40,,1,9,2,,1,240
97510,1,37,,4,60,2,,1,120
97512,1,40,,5,120,1,,2,
97513,4,,,,,,4,1,36
97515,4,,,,,,3,1,264
97516,4,,,,,,6,1,240
97517,4,,,,,,2,4,
97518,4,,,,,,3,1,600
97519,1,50,,3,1,3,,2,
97520,1,40,,1,240,2,,2,
97521,1,50,,1,120,3,,2,
97522,1,30,2,1,18,3,,2,
97523,4,,,,,,3,1,252
97524,4,,,,,,1,1,72
97526,4,,,,,,1,1,12
97527,4,,,,,,1,1,132
97531,1,52,,1,30,5,,1,72
97532,1,47,,1,36,3,,1,24
97533,1,40,,1,30,1,,2,
97535,4,,,,,,3,1,360
97536,4,,,,,,4,1,120
97537,4,,,,,,7,1,60
97538,1,32,2,1,3,1,,1,84
97539,1,55,,3,144,5,,2,
97541,4,,,,,,7,1,12
97544,1,30,2,1,4,2,,1,6
97548,1,40,,1,60,1,,1,108
97550,1,50,,1,192,1,,2,
97554,4,,,,,,6,1,300
97555,4,,,,,,1,1,12
97557,4,,,,,,3,1,420
97558,4,,,,,,1,1,132
97560,1,40,,3,372,5,,2,
97561,1,50,,3,168,2,,2,
97563,1,32,1,1,3,1,,1,204
97568,1,40,,3,132,1,,2,
97569,1,40,,1,120,1,,2,
97570,2,,1,1,252,1,,2,
97571,1,20,1,5,60,5,,1,360
97572,1,65,,5,60,5,,2,
97573,1,22,1,1,120,3,,2,
97574,1,20,2,1,16,1,,1,120
97575,4,,,,,,5,1,24
97576,1,64,,1,14,5,,1,48
97577,4,,,,,,4,1,276
97578,1,60,,1,36,3,,2,
97580,4,,,,,,2,1,48
97581,1,16,2,1,12,1,,1,36
97582,1,43,,1,36,1,,1,180
97585,1,36,,1,24,1,,2,
97588,1,40,,5,48,1,,2,
97589,1,30,1,1,6,5,,2,
97590,4,,,,,,6,1,180
97591,1,80,,1,24,5,,2,
97592,2,,1,1,12,5,,1,240
97593,4,,,,,,3,1,372
97594,1,12,2,1,24,5,,1,96
97595,1,40,,1,12,5,,2,
97597,4,,,,,,3,1,372
97598,1,32,1,1,0,5,,1,5
97600,1,60,,1,36,5,,2,
97601,3,,,,,,,1,36
97602,1,40,,1,60,1,,1,84
97603,1,70,,1,48,5,,2,
97605,1,40,,1,15,3,,1,192
97606,4,,,,,,3,1,420
97607,4,,,,,,2,1,5
97608,4,,,,,,3,1,480
97609,1,30,1,5,204,5,,2,
97610,1,56,,3,12,5,,2,
97611,4,,,,,,3,1,120
97615,1,58,,1,108,5,,2,
97617,1,63,,1,24,2,,2,
97618,1,32,1,1,408,1,,2,
97619,4,,,,,,3,1,168
97620,4,,,,,,2,1,120
97621,1,52,,1,1,2,,1,24
97623,1,40,,1,180,2,,2,
97624,1,16,2,1,36,2,,2,
97626,4,,,,,,3,1,180
97627,4,,,,,,1,1,84
97629,1,16,2,5,24,1,,2,
97630,4,,,,,,3,1,216
97631,1,20,2,1,0,5,,1,12
97633,1,80,,1,12,5,,1,36
97635,2,,1,3,228,1,,2,
97638,4,,,,,,6,1,240
97639,4,,,,,,6,1,168
97640,1,60,,1,8,1,,1,216
97641,1,40,,1,204,1,,1,204
97642,4,,,,,,3,1,444
97643,1,48,,1,18,1,,1,96
97644,1,40,,1,3,1,,1,12
97648,1,20,1,1,3,1,,1,204
97649,4,,,,,,3,1,288
97650,4,,,,,,3,1,144
97652,3,,,,,,,1,30
97656,1,30,1,5,216,5,,1,168
97657,4,,,,,,3,1,312
97659,1,61,,1,4,5,,1,396
97661,4,,,,,,6,1,180
97662,1,10,2,1,36,5,,1,480
97666,4,,,,,,3,1,504
97667,4,,,,,,6,1,276
97668,4,,,,,,3,1,180
97670,1,5,2,5,12,2,,1,84
97671,1,48,,1,5,5,,2,
97672,1,48,,1,192,1,,2,
97675,4,,,,,,5,1,36
97676,1,30,1,1,144,2,,2,
97682,1,40,,1,180,1,,2,
97683,1,12,1,1,2,3,,1,36
97684,1,24,1,3,36,1,,2,
97685,4,,,,,,2,1,32
97687,1,38,,1,36,5,,2,
97688,1,40,,1,108,5,,1,60
97689,4,,,,,,6,1,120
97691,4,,,,,,2,1,12
97692,1,45,,1,48,5,,2,
97693,4,,,,,,3,1,420
97694,4,,,,,,7,1,8
97695,4,,,,,,6,1,336
97697,4,,,,,,3,1,120
97698,1,45,,1,60,1,,2,
97699,1,28,2,3,120,1,,2,
97701,1,32,1,1,0,1,,2,
97702,1,80,,1,4,1,,2,
97703,1,46,,1,8,3,,1,108
97704,1,40,,1,204,2,,2,
97705,1,37,,1,0,1,,2,
97706,1,40,,4,36,2,,2,
97708,4,,,,,,3,1,312
97709,1,6,2,1,0,3,,1,24
97711,4,,,,,,3,4,
97712,4,,,,,,3,1,180
97713,4,,,,,,3,1,240
97714,1,55,,1,180,1,,2,
97716,4,,,,,,7,1,60
97719,4,,,,,,6,1,60
97722,1,45,,5,16,5,,1,84
97723,3,,,,,,,4,
97724,4,,,,,,3,1,360
97726,1,80,,1,36,5,,2,
97727,1,40,,1,10,3,,2,
97728,4,,,,,,3,1,180
97729,4,,,,,,2,4,
97730,4,,,,,,6,4,
97735,1,30,1,1,60,5,,1,144
97737,1,5,1,5,360,5,,2,
97739,2,,2,1,30,1,,1,120
97740,4,,,,,,6,1,120
97741,1,36,,1,60,1,,2,
97743,1,40,,1,24,3,,2,
97744,1,40,,1,60,5,,2,
97745,1,45,,1,96,2,,2,
97746,4,,,,,,3,1,396
97747,1,50,,1,18,1,,1,204
97748,1,45,,4,204,1,,2,
97750,1,16,2,1,18,2,,1,324
97751,1,50,,1,60,3,,1,72
97752,4,,,,,,3,1,336
97753,1,24,2,5,84,1,,1,384
97756,1,28,2,1,24,3,,2,
97758,4,,,,,,77,1,24
97760,4,,,,,,6,1,11
97761,4,,,,,,6,1,180
97762,1,43,,1,24,5,,1,276
97763,1,48,,1,60,5,,2,
97764,1,40,,5,72,5,,2,
97765,4,,,,,,1,1,72
97766,4,,,,,,3,3,120
97768,1,20,1,1,1,5,,1,156
97769,4,,,,,,3,1,300
97770,4,,,,,,6,1,276
97771,1,35,,1,30,3,,2,
97772,4,,,,,,2,4,
97773,1,36,,3,12,3,,1,36
97774,4,,,,,,7,1,120
97775,1,40,,1,36,1,,1,42
97776,4,,,,,,1,1,12
97777,1,50,,1,240,1,,2,
97779,3,,,,,,,3,36
97782,1,40,,4,42,1,,1,108
97783,1,48,,1,12,1,,1,60
97784,1,30,1,1,5,3,,2,
97785,4,,,,,,2,4,
97787,1,55,,1,108,5,,2,
97788,4,,,,,,3,1,276
97790,1,66,,5,360,2,,2,
97793,4,,,,,,2,4,
97794,1,45,,1,8,5,,2,
97795,1,50,,1,42,1,,2,
97798,2,,2,3,24,1,,2,
97799,4,,,,,,2,1,6
97800,1,15,2,1,8,5,,2,
97801,4,,,,,,3,1,420
97802,1,20,2,5,72,5,,1,384
97805,4,,,,,,2,4,
97806,4,,,,,,2,1,36
97809,1,20,2,1,432,5,,2,
97810,1,40,,1,84,3,,1,156
97811,4,,,,,,1,1,36
97813,1,28,2,1,30,1,,1,48
97817,3,,,,,,,1,60
97822,1,35,,3,144,1,,2,
97823,3,,,,,,,1,24
97825,3,,,,,,,1,5
97826,4,,,,,,3,1,480
97827,1,50,,1,60,5,,2,
97828,1,30,1,1,24,2,,1,180
97829,1,40,,1,12,1,,2,
97830,1,60,,1,276,1,,2,
97831,4,,,,,,4,1,360
97832,4,,,,,,3,1,516
97835,1,40,,1,144,1,,2,
97840,1,40,,1,12,5,,2,
97841,1,37,,1,228,1,,2,
97844,1,36,,1,11,3,,2,
97845,4,,,,,,6,1,72
97847,4,,,,,,3,1,120
97848,1,42,,1,36,5,,1,96
97850,1,38,,1,216,2,,2,
97851,1,22,2,1,36,3,,2,
97853,4,,,,,,1,4,
97858,1,41,,1,36,1,,1,48
97859,1,40,,5,240,1,,2,
97861,4,,,,,,1,1,24
97862,3,,,,,,,1,12
97864,4,,,,,,2,1,96
97866,1,54,,3,48,5,,1,180
97868,1,21,2,1,1,5,,1,72
97869,4,,,,,,3,1,60
97871,1,40,,1,96,5,,1,240
97873,1,45,,1,24,2,,2,
97874,2,,1,3,180,1,,2,
97876,1,45,,1,60,1,,1,300
97877,4,,,,,,1,4,
97878,1,40,,1,300,1,,2,
97882,2,,2,1,0,3,,1,36
97883,4,,,,,,3,1,408
97886,1,40,,1,48,1,,2,
97887,4,,,,,,3,1,240
97891,4,,,,,,3,1,360
97893,4,,,,,,2,1,204
97894,4,,,,,,4,1,264
97895,1,20,2,1,384,5,,2,
97896,1,40,,1,15,3,,1,168
97897,1,40,,5,24,5,,2,
97899,1,50,,1,2,1,,2,
97901,1,40,,1,2,1,,2,
97902,4,,,,,,7,1,96
97903,1,38,,1,144,1,,2,
97904,1,50,,5,120,5,,2,
97905,1,35,,4,396,3,,2,
97908,4,,,,,,7,1,204
97909,1,42,,2,120,5,,2,
97913,1,40,,1,60,3,,1,180
97915,4,,,,,,1,1,5
97916,4,,,,,,3,1,396
97918,4,,,,,,7,1,48
97919,4,,,,,,1,4,
97923,4,,,,,,4,1,60
97924,2,,1,1,1,5,,2,
97926,4,,,,,,3,1,504
97928,1,56,,1,12,1,,2,
97929,4,,,,,,3,1,72
97930,3,,,,,,,1,24
97931,4,,,,,,2,4,
97932,4,,,,,,7,4,
97934,1,52,,1,3,3,,1,24
97935,1,40,,1,6,5,,2,
97936,4,,,,,,1,1,24
97937,4,,,,,,1,1,180
97938,2,,1,5,3,3,,1,36
97940,4,,,,,,2,1,36
97941,1,16,1,4,42,1,,2,
97943,1,12,2,1,4,5,,2,
97944,4,,,,,,3,1,252
97945,1,40,,1,36,1,,2,
97946,1,36,,1,24,1,,2,
97947,4,,,,,,3,1,12
97948,2,,1,4,60,1,,2,
97949,1,40,,1,24,1,,1,48
97950,4,,,,,,7,1,480
97951,1,40,,77,12,1,,2,
97952,1,40,,1,36,1,,2,
97954,4,,,,,,1,1,72
97955,1,32,1,1,120,3,,1,84
97956,4,,,,,,3,1,360
97958,1,8,1,5,18,5,,1,36
97959,4,,,,,,3,1,300
97960,4,,,,,,1,4,
97963,1,47,,1,72,5,,2,
97964,4,,,,,,6,1,24
97965,4,,,,,,7,1,156
97966,4,,,,,,6,1,18
97967,1,45,,1,144,5,,2,
97969,4,,,,,,4,1,360
97970,4,,,,,,6,1,36
97971,1,20,2,5,300,5,,2,
97972,4,,,,,,1,1,12
97973,4,,,,,,3,1,240
97974,1,60,,1,60,5,,2,
97976,1,35,,1,72,1,,2,
97977,1,55,,1,132,5,,2,
97978,4,,,,,,6,1,120
97980,4,,,,,,3,1,300
97982,1,40,,1,36,1,,1,144
97983,1,36,,1,156,5,,2,
97985,4,,,,,,3,1,300
97986,1,18,2,1,4,3,,1,7
97987,1,40,,1,276,1,,1,276
97989,4,,,,,,2,4,
97991,1,60,,1,2,5,,2,
97993,4,,,,,,2,4,
97995,1,40,,1,108,1,,2,
97996,4,,,,,,3,1,144
97997,4,,,,,,3,1,300
97999,4,,,,,,3,1,480
98001,4,,,,,,2,4,
98002,4,,,,,,2,4,
98004,3,,,,,,,1,10
98005,4,,,,,,3,1,288
98006,1,40,,1,1,2,,2,
98007,4,,,,,,1,1,48
98008,4,,,,,,3,1,288
98009,1,32,1,5,60,1,,2,
98010,4,,,,,,1,4,
98014,1,50,,5,180,5,,1,240
98015,4,,,,,,4,1,180
98016,4,,,,,,7,1,72
98018,1,8,1,1,12,3,,1,6
98019,4,,,,,,3,1,120
98022,4,,,,,,1,4,
98023,1,40,,3,24,1,,2,
98024,1,16,1,1,192,1,,2,
98028,1,60,,1,9,5,,1,108
98029,4,,,,,,3,1,228
98030,1,52,,1,36,3,,2,
98031,1,27,2,1,12,5,,1,84
98032,4,,,,,,3,1,360
98033,1,80,,1,12,5,,2,
98034,1,60,,3,24,3,,1,5
98035,4,,,,,,1,1,5
98036,1,24,2,1,84,1,,2,
98040,4,,,,,,3,1,180
98041,1,13,2,1,1,3,,1,216
98043,1,40,,1,18,1,,2,
98045,1,40,,1,96,1,,2,
98046,4,,,,,,1,1,180
98047,4,,,,,,4,1,84
98048,4,,,,,,7,1,5
98049,4,,,,,,3,1,180
98050,4,,,,,,1,1,24
98052,1,37,,1,2,1,,1,48
98053,1,40,,5,216,5,,2,
98054,1,52,,1,24,1,,1,120
98056,1,44,,1,36,5,,1,96
98057,1,35,,1,4,1,,1,21
98058,4,,,,,,3,1,600
98060,4,,,,,,3,1,216
98061,1,8,1,1,0,1,,1,5
98062,4,,,,,,3,1,264
98065,1,36,,1,6,3,,2,
98066,3,,,,,,,4,
98067,1,75,,1,36,5,,2,
98071,4,,,,,,1,1,12
98073,4,,,,,,1,4,
98075,1,37,,3,324,1,,2,
98077,1,60,,1,0,5,,3,60
98081,4,,,,,,6,1,36
98082,2,,2,1,72,5,,1,120
98083,4,,,,,,6,1,216
98084,4,,,,,,6,1,6
98085,1,60,,1,3,5,,2,
98086,4,,,,,,4,1,18
98087,1,8,2,1,8,5,,1,600
98088,1,30,2,5,24,5,,2,
98092,1,53,,1,60,3,,1,144
98094,1,48,,1,3,1,,1,228
98095,4,,,,,,3,1,24
98096,1,48,,1,84,5,,2,
98097,1,30,1,1,4,5,,1,36
98099,1,60,,1,3,5,,2,
98100,1,45,,3,36,1,,2,
98101,2,,1,5,96,5,,2,
98102,4,,,,,,1,1,24
98103,3,,,,,,,1,36
98106,4,,,,,,1,4,
98107,4,,,,,,6,1,300
98109,4,,,,,,3,1,156
98110,4,,,,,,3,1,348
98111,3,,,,,,,1,5
98113,2,,1,1,36,3,,2,
98114,1,40,,1,120,1,,2,
98119,1,46,,1,12,2,,1,60
98120,1,50,,1,10,1,,1,84
98121,4,,,,,,3,1,180
98124,3,,,,,,,1,96
98125,4,,,,,,3,1,36
98126,4,,,,,,3,1,240
98127,4,,,,,,3,1,204
98130,4,,,,,,3,1,336
98131,1,40,,4,144,1,,2,
98133,4,,,,,,3,1,420
98134,4,,,,,,3,1,324
98135,1,20,2,1,5,5,,2,
98137,4,,,,,,3,1,96
98138,4,,,,,,7,1,24
98139,1,40,,1,276,1,,2,
98141,4,,,,,,1,4,
98142,2,,2,1,6,1,,2,
98143,4,,,,,,5,1,240
98144,1,15,2,99,24,5,,2,
98145,1,50,,1,36,5,,1,12
98146,4,,,,,,2,4,
98147,4,,,,,,2,3,48
98148,2,,2,1,5,5,,1,60
98152,1,40,,1,228,3,,2,
98153,3,,,,,,,1,180
98156,4,,,,,,7,1,36
98158,4,,,,,,3,1,132
98161,4,,,,,,7,1,96
98162,4,,,,,,1,4,
98163,1,17,2,1,18,5,,2,
98165,1,34,2,1,3,5,,1,216
98168,1,42,,3,60,1,,1,192
98169,1,15,1,5,12,5,,1,60
98170,1,7,2,1,12,1,,2,
98172,4,,,,,,3,1,420
98173,4,,,,,,4,1,24
98174,1,59,,1,3,3,,1,84
98175,4,,,,,,3,1,432
98178,1,50,,77,156,1,,1,156
98180,1,40,,1,72,1,,2,
98187,1,40,,1,48,1,,2,
98189,1,40,,1,3,5,,2,
98194,1,40,,3,156,3,,2,
98195,1,68,,3,3,5,,1,60
98197,1,24,2,5,204,5,,1,300
98198,4,,,,,,3,1,528
98199,1,26,2,1,24,5,,2,
98201,4,,,,,,6,4,
98202,1,48,,1,5,5,,2,
98203,1,40,,5,96,1,,2,
98204,1,60,,1,132,1,,1,156
98205,4,,,,,,3,1,240
98207,4,,,,,,4,1,84
98208,1,40,,1,96,5,,2,
98209,4,,,,,,3,1,396
98210,3,,,,,,,4,
98211,4,,,,,,3,1,468
98212,3,,,,,,,1,5
98214,4,,,,,,1,4,
98215,1,40,,1,144,1,,2,
98216,1,50,,1,24,1,,1,216
98218,1,40,,4,7,1,,1,60
98220,1,70,,1,72,3,,1,240
98221,4,,,,,,2,4,
98222,1,75,,1,36,5,,2,
98223,1,53,,1,12,3,,1,120
98225,1,40,,1,24,1,,2,
98227,1,40,,1,132,1,,2,
98228,1,40,,1,84,1,,2,
98230,4,,,,,,7,1,372
98231,4,,,,,,2,4,
98236,4,,,,,,3,1,312
98238,1,40,,1,36,3,,2,
98241,1,32,1,1,12,1,,7,
98242,1,33,1,4,168,1,,2,
98243,1,80,,5,120,5,,2,
98244,4,,,,,,3,1,120
98250,4,,,,,,3,1,240
98251,1,40,,1,180,5,,2,
98252,4,,,,,,2,4,
98253,1,20,1,1,252,1,,2,
98255,1,40,,1,8,1,,2,
98256,1,48,,1,18,5,,1,24
98257,1,48,,1,48,5,,1,576
98258,4,,,,,,3,1,360
98259,4,,,,,,6,1,132
98260,3,,,,,,,4,
98262,1,40,,5,336,5,,1,216
98264,4,,,,,,3,1,360
98266,1,40,,1,84,5,,2,
98267,4,,,,,,4,1,336
98269,1,20,2,1,156,2,,1,480
98270,4,,,,,,6,1,156
98271,1,50,,1,144,5,,2,
98272,1,36,,1,0,3,,1,120
98274,1,50,,4,48,1,,1,120
98277,3,,,,,,,1,5
98278,4,,,,,,3,1,360
98280,4,,,,,,1,1,60
98284,2,,1,5,18,1,,1,120
98285,1,32,1,1,18,2,,2,
98287,1,16,1,1,408,1,,2,
98288,1,60,,1,480,1,,2,
98289,1,30,1,1,0,3,,2,
98292,1,40,,1,132,1,,1,156
98293,4,,,,,,6,1,240
98295,1,30,1,1,36,5,,2,
98298,1,40,,1,6,5,,1,60
98299,1,30,2,1,3,1,,1,300
98300,1,40,,3,156,1,,2,
98301,4,,,,,,3,1,528
98302,1,40,,1,60,5,,2,
98303,4,,,,,,1,4,
98304,1,5,2,1,48,5,,1,216
98308,1,40,,1,24,3,,2,
98309,4,,,,,,3,1,228
98310,1,40,,4,324,1,,1,192
98314,1,48,,4,6,2,,2,
98315,1,20,2,1,60,2,,2,
98316,4,,,,,,3,1,420
98318,3,,,,,,,1,24
98320,1,40,,99,36,1,,2,
98322,1,50,,1,5,2,,1,72
98323,1,32,2,1,18,3,,2,
98324,1,12,1,4,132,5,,2,
98325,4,,,,,,2,1,5
98326,1,20,2,5,3,3,,1,120
98328,1,36,,3,12,1,,2,
98330,4,,,,,,2,4,
98331,4,,,,,,3,1,300
98332,1,40,,3,8,1,,2,
98333,1,40,,1,24,5,,2,
98334,1,40,,1,276,1,,2,
98336,1,60,,3,17,5,,1,120
98338,4,,,,,,6,1,180
98339,4,,,,,,3,1,120
98341,4,,,,,,3,1,336
98343,1,50,,1,120,5,,2,
98344,4,,,,,,3,3,276
98345,1,35,,1,36,2,,2,
98347,4,,,,,,3,1,360
98349,4,,,,,,2,4,
98350,1,58,,1,60,5,,2,
98351,1,23,2,1,120,2,,1,120
98352,1,20,2,1,5,3,,2,
98353,4,,,,,,1,4,
98354,1,50,,1,12,3,,1,300
98355,4,,,,,,1,4,
98357,1,47,,1,7,5,,2,
98358,1,40,,1,60,2,,1,60
98359,4,,,,,,2,4,
98360,4,,,,,,3,1,216
98362,1,40,,1,24,3,,1,24
98364,1,55,,1,132,1,,2,
98366,4,,,,,,3,1,180
98368,4,,,,,,3,1,276
98369,4,,,,,,3,1,540
98370,4,,,,,,2,4,
98371,4,,,,,,6,1,360
98372,4,,,,,,3,1,360
98373,1,45,,1,36,1,,1,276
98374,4,,,,,,6,1,36
98375,1,56,,1,5,2,,2,
98376,1,27,2,1,4,2,,1,6
98378,3,,,,,,,1,5
98379,4,,,,,,6,1,240
98381,1,45,,1,1,1,,2,
98383,4,,,,,,3,1,600
98384,1,43,,2,144,1,,2,
98385,1,64,,2,120,5,,2,
98390,4,,,,,,3,1,60
98391,4,,,,,,3,1,528
98392,1,48,,1,30,2,,1,9
98393,4,,,,,,3,1,96
98394,1,40,,1,96,5,,2,
98395,4,,,,,,1,1,24
98397,1,24,2,1,3,1,,2,
98399,1,40,,1,372,1,,2,
98401,1,40,,5,9,5,,2,
98402,1,35,,1,6,5,,1,36
98403,1,74,,5,3,5,,2,
98405,4,,,,,,3,1,288
98408,1,16,2,1,2,1,,1,6
98411,1,40,,1,4,5,,2,
98412,1,25,2,4,360,1,,2,
98413,4,,,,,,3,1,300
98414,4,,,,,,3,1,372
98416,4,,,,,,2,1,12
98417,4,,,,,,3,1,120
98420,1,24,1,1,36,1,,2,
98421,4,,,,,,3,1,216
98422,4,,,,,,6,1,240
98423,4,,,,,,3,1,360
98424,4,,,,,,3,1,180
98426,1,45,,1,36,1,,2,
98427,4,,,,,,2,4,
98428,4,,,,,,5,1,72
98429,4,,,,,,3,1,36
98431,1,19,2,1,24,5,,1,240
98433,4,,,,,,3,1,240
98435,1,30,2,1,4,3,,2,
98436,1,22,1,99,12,1,,2,
98437,1,45,,4,48,1,,2,
98438,4,,,,,,4,1,120
98440,1,24,2,1,10,2,,2,
98441,4,,,,,,4,1,48
98442,1,55,,1,36,5,,1,18
98443,1,40,,1,1,3,,1,19
98444,4,,,,,,6,1,180
98445,3,,,,,,,1,7
98447,1,43,,1,120,5,,2,
98448,1,55,,1,30,5,,1,48
98452,1,50,,2,372,2,,2,
98454,1,40,,4,168,3,,2,
98456,1,38,,2,2,3,,1,5
98457,1,10,2,4,48,5,,1,120
98458,1,18,1,1,36,3,,2,
98460,4,,,,,,5,1,5
98461,4,,,,,,6,1,84
98462,1,40,,2,204,1,,2,
98463,4,,,,,,6,1,144
98469,1,50,,1,24,5,,1,156
98470,1,40,,1,26,5,,1,60
98471,1,50,,1,3,5,,1,180
98473,4,,,,,,7,1,336
98474,1,35,,1,9,1,,2,
98475,1,50,,1,12,3,,1,36
